terminologyId,feature,name,termType
A400068,procedure,Plication,pt
A400069,procedure,Construction,pt
A400070,procedure,Bone-patellar tendon-bone reconstruction,pt
A400071,procedure,Braided prosthetic ligament reconstruction,pt
A400072,procedure,Fusion,pt
A400073,procedure,Anchoring,pt
A400074,procedure,Enlargement,pt
A400075,procedure,Avulsion,pt
A400076,procedure,Decortication,pt
A400077,procedure,Stripping,pt
A400078,procedure,Abrasion,pt
A400079,procedure,Grinding,pt
A400080,procedure,Coagulation,pt
A400081,procedure,Obliteration,pt
A400082,procedure,Cauterization,pt
A400083,procedure,Fulguration,pt
A400084,procedure,Electrodesiccation,pt
A400085,procedure,Electrocoagulation,pt
A400086,procedure,Septation,pt
A400087,procedure,Diathermy excision,pt
A400088,procedure,Crushing,pt
A400089,procedure,Indirect anastomosis,pt
A400090,procedure,Emulsification,pt
A400091,procedure,Chemosurgery,pt
A400092,procedure,Chemocautery,pt
A400093,procedure,Photocoagulation,pt
A400094,procedure,Electromagnetic fragmentation,pt
A400095,procedure,Lecompte maneuver,pt
A400096,procedure,Microsurgical anastomosis,pt
A400097,procedure,Revascularization,pt
A400098,procedure,Excision biopsy,pt
A400099,procedure,Reattachment,pt
A400100,procedure,extraction,pt
A400101,procedure,Dilation and stretching,pt
A400102,procedure,Bougienage,pt
A400103,procedure,Loop diathermy excision,pt
A400104,procedure,cataract aspiration,pt
A400105,procedure,Electrolysis,pt
A400106,procedure,Galvanism,pt
A400107,procedure,Ultrasound fragmentation,pt
A400108,procedure,Decompressive incision,pt
A400109,procedure,Proximal anastomosis,pt
A400110,procedure,Distal anastomosis,pt
A400111,procedure,Reduction plasty,pt
A400112,procedure,Enzyme destruction,pt
A400113,procedure,Shave excision,pt
A400114,procedure,Denervation,pt
A400115,procedure,Microsurgical repair,pt
A400116,procedure,Continuous mass closure,pt
A400117,procedure,Brachytherapy,pt
A400118,procedure,Open embolization,pt
A400119,procedure,Cryoablation,pt
A400120,procedure,Sealing,pt
A400121,procedure,Double barrelled end-to-end anastomosis,pt
A400122,procedure,Release,pt
A400123,procedure,Scarification,pt
A400124,procedure,Fragmentation,pt
A400125,procedure,Wedge resection,pt
A400126,procedure,Reexcision,pt
A400127,procedure,Amputation,pt
A400128,procedure,Intracapsular extraction,pt
A400129,procedure,Cryocautery,pt
A400130,procedure,Curettage,pt
A400131,procedure,insertion,pt
A400132,procedure,recession,pt
A400133,procedure,transfer,pt
A400134,procedure,Manual dilatation,pt
A400135,procedure,Shortening,pt
A400136,procedure,Block dissection,pt
A400137,procedure,Exteriorization,pt
A400138,procedure,decompression,pt
A400139,procedure,Decompressive excision,pt
A400140,procedure,Decompressive division,pt
A400141,procedure,Elevation reduction,pt
A400142,procedure,Debulking,pt
A400143,procedure,Darning,pt
A400144,procedure,Fixation,pt
A400145,procedure,Imbrication,pt
A400146,procedure,Microvascular anastomosis,pt
A400147,procedure,Open reduction,pt
A400148,procedure,Destruction,pt
A400149,procedure,Disarticulation,pt
A400150,procedure,Reduction,pt
A400151,procedure,Stripping and ligation,pt
A400152,procedure,Dilation repair,pt
A400153,procedure,transplantation,pt
A400154,procedure,Ablation,pt
A400155,procedure,Open adjustment,pt
A400156,procedure,Thermocautery,pt
A400157,procedure,Anastomosis,pt
A400158,procedure,Direct anastomosis,pt
A400159,procedure,End-to-end anastomosis,pt
A400160,procedure,End-to-side anastomosis,pt
A400161,procedure,Roux-en-Y,pt
A400162,procedure,Galvanocauterization,pt
A400163,procedure,End-to-side anastomosis without tunnel,pt
A400164,procedure,End-to-side anastomosis with tunnel,pt
A400165,procedure,Side-to-side anastomosis,pt
A400166,procedure,Terminalization,pt
A400167,procedure,Osteotomy,pt
A400168,procedure,Chemodissolution,pt
A400169,procedure,Mass closure,pt
A400170,procedure,Thermocoagulation,pt
A400171,procedure,Semm thermal coagulation,pt
A400172,procedure,Wolf thermal coagulation,pt
A400173,procedure,Delamination,pt
A400174,procedure,Hydrodelamination,pt
A400175,procedure,Dilation,pt
A400176,procedure,Ultrasonic dissection,pt
A400177,procedure,Opening,pt
A400178,procedure,Extracapsular extr,pt
A400179,procedure,Fenestration,pt
A400180,procedure,Refashioning,pt
A400181,procedure,Ballistic fragmentation,pt
A400182,procedure,Mechanical fragmentation,pt
A400183,procedure,Electromagnetic pulse fragmentation,pt
A400184,procedure,High intensity focused ultrasound,pt
A400185,procedure,Discission,pt
A400186,procedure,Keel repair,pt
A400187,procedure,Slitting,pt
A400188,procedure,Radioactive destruction,pt
A400189,procedure,Patching,pt
A400190,procedure,Keeling,pt
A400191,procedure,Sequential anastomosis,pt
A400192,procedure,Peeling,pt
A400193,procedure,Shave biopsy,pt
A400194,procedure,Repair,pt
A400195,procedure,Mayo repair,pt
A400196,procedure,Repair of recurrence,pt
A400197,procedure,Wedge osteotomy,pt
A400198,procedure,Fixation by wedging,pt
A400199,procedure,Segmentation,pt
A400200,procedure,Conduit anastomosis,pt
A400201,procedure,Reservoir anastomosis,pt
A400202,procedure,Soft tissue transfer,pt
A400203,procedure,Transfer of bone block,pt
A400204,procedure,Transposition,pt
A400205,procedure,Side-to-end anastomosis,pt
A401583,device,Neurostimulator electrode,pt
A401584,device,Surgical suture,pt
A401585,device,Pack,pt
A401586,device,Gastric bubble,pt
A401587,device,Prosthesis,pt
A401588,device,T-tube,pt
A401589,device,Pacemaker battery,pt
A401590,device,Supporting suppository,pt
A401591,device,Hodge's pessary,pt
A401592,device,Ring suppository,pt
A401593,device,Silicone gel implant,pt
A401594,device,Appliance,pt
A401595,device,Myoelectric arm,pt
A401596,device,Body worn hearing aid,pt
A401597,device,Urinary incontinence appliance,pt
A401598,device,Bedpan,pt
A401599,device,Commode,pt
A401600,device,Urine bottle,pt
A401601,device,Crutches,pt
A401602,device,Walking stick,pt
A401603,device,Bennett cast,pt
A401604,device,Assistive equipment,pt
A401605,device,Lift,pt
A401606,device,Cervical collar,pt
A401607,device,Body support,pt
A401608,device,Corset,pt
A401609,device,Brace,pt
A401610,device,Orthotic device,pt
A401611,device,Pressure garments,pt
A401612,device,Special footwear,pt
A401613,device,Seating,pt
A401614,device,Mobility device,pt
A401615,device,Wheelchair,pt
A401616,device,Hoist,pt
A401617,device,Pressure relief equipment,pt
A401618,device,Ramp,pt
A401619,device,Communication aid,pt
A401620,device,Environmental control system,pt
A401621,device,Computer equipment,pt
A401622,device,Medical dressing,pt
A401623,device,Cricothyroidotomy tube,pt
A401624,device,Endobronchial blocker,pt
A401625,device,Intraventricular pump,pt
A401626,device,Vena cava valve prosthesis,pt
A401627,device,Intraluminal vascular device,pt
A401628,device,Conduit,pt
A401629,device,Vascular cannula,pt
A401630,device,Denture,pt
A401631,device,Bridge - dental,pt
A401632,device,Intraoral device,pt
A401633,device,Functional orthodontic appliance - removable,pt
A401634,device,Functional orthodontic appliance - fixed,pt
A401635,device,Fixed orthodontic appliance,pt
A401636,device,Fixed orthodontic retainer,pt
A401637,device,Removable orthodontic retainer,pt
A401638,device,Antireflux prosthesis,pt
A401639,device,Shelf suppository,pt
A401640,device,Peritoneal drain,pt
A401641,device,Plaster cast,pt
A401642,device,Ocular cosmetic shell,pt
A401643,device,Optical near vision aid,pt
A401644,device,Optical low vision aid,pt
A401645,device,Spectacle near vision aid,pt
A401646,device,Spectacle near telescope,pt
A401647,device,Spectacle distance telescope,pt
A401648,device,Integral spectacle distance telescope,pt
A401649,device,Clip-on spectacle distance telescope,pt
A401650,device,Non-optical low vision aid,pt
A401651,device,Low vision aid,pt
A401652,device,Electronic low vision aid,pt
A401653,device,Closed circuit television,pt
A401654,device,Ancillary low vision aid,pt
A401655,device,Typoscope,pt
A401656,device,Work board,pt
A401657,device,Radio,pt
A401658,device,Long cane,pt
A401659,device,Mouth opening appliance,pt
A401660,device,Impotence device,pt
A401661,device,K-wire,pt
A401662,device,Nephrostomy tube,pt
A401663,device,Leg prosthesis,pt
A401664,device,Down's incontinence apparatus,pt
A401665,device,Gastrointestinal tube,pt
A401666,device,Dental prosthesis,pt
A401667,device,Footwear,pt
A401668,device,Tilting disc prosthesis,pt
A401669,device,Drug delivery reservoir,pt
A401670,device,Feeding aid,pt
A401671,device,Special bed,pt
A401672,device,Telephone,pt
A401673,device,Subperiosteal oral implant,pt
A401674,device,Device,pt
A401675,device,Transvenous electrode,pt
A401676,device,Implantable defibrillator,pt
A401677,device,Biliary stent,pt
A401678,device,Chest drain,pt
A401679,device,Cannula,pt
A401680,device,Catheter,pt
A401681,device,Holter valve,pt
A401682,device,Tube,pt
A401683,device,Ventricular shunt,pt
A401684,device,Nasogastric tube,pt
A401685,device,Valve of cerebroventricular shunt,pt
A401686,device,Intravenous cardiac pacemaker system,pt
A401687,device,Prosthetic bladder outlet collar,pt
A401688,device,Endocardial pacemaker electrode,pt
A401689,device,Cardiac pacemaker,pt
A401690,device,Artificial urinary sphincter,pt
A401691,device,Stent,pt
A401692,device,Complete denture,pt
A401693,device,Hearing aid,pt
A401694,device,Valved tube,pt
A401695,device,Ameroid,pt
A401696,device,Cardiac implant,pt
A401697,device,Biomedical device,pt
A401698,device,Skull tongs,pt
A401699,device,Tissue expander,pt
A401700,device,Functional brace,pt
A401701,device,Clamp,pt
A401702,device,Halo brace,pt
A401703,device,Surgical staple,pt
A401704,device,Electrode,pt
A401705,device,Feeding tube,pt
A401706,device,Obstetric forceps,pt
A401707,device,Shunt,pt
A401708,device,Transilluminator,pt
A401709,device,Implantable dental prosthesis,pt
A401710,device,Binder,pt
A401711,device,Suppository,pt
A401712,device,Vascular catheter,pt
A401713,device,Implanted drug delivery system,pt
A401714,device,Baffle,pt
A401715,device,Splint,pt
A401716,device,Pump,pt
A401717,device,Implant,pt
A401718,device,Lead cable,pt
A401719,device,Resuscitator,pt
A401720,device,Endobronchial tube,pt
A401721,device,Fogarty catheter,pt
A401722,device,Nebulizer,pt
A401723,device,Drain,pt
A401724,device,Arm sling,pt
A401725,device,Penrose drain,pt
A401726,device,Extraconal orbital implant,pt
A401727,device,Orthodontic band,pt
A401728,device,Digestive endoscope,pt
A401729,device,Ophthalmic prosthesis,pt
A401730,device,Drug coated stent,pt
A401731,device,Radioactive implant,pt
A401732,device,Vascular device,pt
A401733,device,Cast,pt
A401734,device,Colostomy bag,pt
A401735,device,Tourniquet,pt
A401736,device,Tourniquet cuff,pt
A401737,device,Multilayer compression bandage,pt
A401738,device,Auditory implant,pt
A401739,device,Feeding catheter,pt
A401740,device,Mitral valve prosthesis,pt
A401741,device,Cardiac assist implant,pt
A401742,device,Michigan appliance,pt
A401743,device,Nasoenteric tube,pt
A401744,device,Umbrella device,pt
A401745,device,Arteriovenous shunt - device,pt
A401746,device,Wire instrument,pt
A401747,device,Electronic monitor,pt
A401748,device,Support stockings - garment,pt
A401749,device,Wound packing material,pt
A401750,device,Tubal prosthesis,pt
A401751,device,Biliary T-tube,pt
A401752,device,Applicator,pt
A401753,device,Tracheostomy tube,pt
A401754,device,Prosthetic implant,pt
A401755,device,Cardiac pacemaker electrode,pt
A401756,device,Subcutaneous reservoir,pt
A401757,device,Biventricular assist device,pt
A401758,device,Pernasal tube,pt
A401759,device,Intravenous triggered cardiac pacemaker system,pt
A401760,device,Interocclusal appliance,pt
A401761,device,Orthodontic appliance,pt
A401762,device,Contraceptive coil,pt
A401763,device,Sling,pt
A401764,device,Metal stent,pt
A401765,device,Plastic stent,pt
A401766,device,Orthodontic archwire,pt
A401767,device,Plug,pt
A401768,device,Traction unit,pt
A401769,device,Vascular stent,pt
A401770,device,Optical distance vision aid,pt
A401771,device,Gastric balloon,pt
A401772,device,Orbital floor implant,pt
A401773,device,Ball and cage prosthesis,pt
A401774,device,Testicular prosthesis,pt
A401775,device,Bandage,pt
A401776,device,Electrocardiographic monitor and recorder,pt
A401777,device,Gastrostomy bag,pt
A401778,device,Elastic bandage,pt
A401779,device,Urinary catheter,pt
A401780,device,Ligature,pt
A401781,device,Orthopedic device,pt
A401782,device,Ventriculopleural shunt,pt
A401783,device,Ommaya reservoir,pt
A401784,device,Prosthetic voice box,pt
A401785,device,Gold weight,pt
A401786,device,Stabilizing appliance,pt
A401787,device,Valved cardiac conduit,pt
A401788,device,Brighton epistaxis balloon,pt
A401789,device,Catheter sheath,pt
A401790,device,Zimmer splint,pt
A401791,device,Orthodontic retainer,pt
A401792,device,"Swan-Ganz catheter, device",pt
A401793,device,Defibrillator,pt
A401794,device,Ileostomy bag,pt
A401795,device,Vacuum splint,pt
A401796,device,Strap,pt
A401797,device,Needle,pt
A401798,device,Orthodontic lingual arch,pt
A401799,device,Aids to daily living,pt
A401800,device,Plug pack,pt
A401801,device,Vena cava filter,pt
A401802,device,Quill,pt
A401803,device,Spectacle magnifier,pt
A401804,device,Headband magnifier,pt
A401805,device,Magnifier,pt
A401806,device,Hickman catheter,pt
A401807,device,Orbital implant,pt
A401808,device,Orthodontic headgear,pt
A401809,device,Intravenous fluid administration device,pt
A401810,device,"Adhesive, bandage AND/OR suture",pt
A401811,device,Vascular cross clamp,pt
A401812,device,Removable orthodontic appliance,pt
A401813,device,Automatic cardiac defibrillator,pt
A401814,device,Silicone punctal plug,pt
A401815,device,Intranasal splint,pt
A401816,device,Ventricular assist device,pt
A401817,device,Colonic prosthesis,pt
A401818,device,Neonatal orthodontic appliance,pt
A401819,device,Visual appliance,pt
A401820,device,Cystostomy tube,pt
A401821,device,Auditory appliance,pt
A401822,device,Fixator,pt
A401823,device,Rapid maxillary expansion appliance,pt
A401824,device,Valved shunt,pt
A401825,device,Denver shunt,pt
A401826,device,Rod fixation system,pt
A401827,device,Manual tourniquet,pt
A401828,device,Total shoulder replacement prosthesis,pt
A401829,device,Stimulator,pt
A401830,device,Wound drain,pt
A401831,device,Prosthetic valve,pt
A401832,device,Biomedical equipment,pt
A401833,device,Mesh,pt
A401834,device,Soft Cast,pt
A401835,device,Laser device,pt
A401836,device,Collagen punctal plug,pt
A401837,device,Pressure dressing,pt
A401838,device,Metal device,pt
A401839,device,Balloon dilatation catheter,pt
A401840,device,Epidural catheter,pt
A401841,device,Crown,pt
A401842,device,Punctal plug,pt
A401843,device,Continuous passive mobilization device,pt
A401844,device,Subcutaneous cerebrospinal fluid reservoir,pt
A401845,device,Crutchfield tongs,pt
A401846,device,Molteno tube,pt
A401847,device,Baerveldt tube shunt,pt
A401848,device,Prosthetic chorda tendinae,pt
A401849,device,Tympanic ventilation tube,pt
A401850,device,Cerebrospinal fluid shunt valve,pt
A401851,device,"Inlays, crowns and bridges",pt
A401852,device,Intracoronary pressure guide wire,pt
A401853,device,Intraconal orbital implant,pt
A401854,device,Maxillofacial prosthesis/appliance,pt
A401855,device,Intracochlear prosthesis,pt
A401856,device,Communicator device,pt
A401857,device,Talking books,pt
A401858,device,Reservoir device,pt
A401859,device,Extracochlear prosthesis,pt
A401860,device,Chronic ambulatory peritoneal dialysis catheter,pt
A401861,device,Bougie,pt
A401862,device,Immobilizer,pt
A401863,device,Interatrial baffle,pt
A401864,device,Hearing aid battery,pt
A401865,device,Rickham reservoir,pt
A401866,device,"Temporary cardiac pacemaker, device",pt
A401867,device,Partial denture,pt
A401868,device,Guide help,pt
A401869,device,Epicardial pacemaker electrode,pt
A401870,device,Surgical band,pt
A401871,device,Neuropacemaker device,pt
A401872,device,Cervical contraceptive cap,pt
A401873,device,Traction splint device,pt
A401874,device,Clinical equipment and/or device,pt
A401875,device,Loupes,pt
A401876,device,Vascular prosthesis,pt
A401877,device,Osseointegrated oral implant,pt
A401878,device,Jejunostomy tube,pt
A401879,device,Transosteal oral implant,pt
A401880,device,Endosseous oral implant,pt
A401881,device,Spacer,pt
A401882,device,Flatus tube,pt
A401883,device,Pacemaker pulse generator,pt
A401884,device,Acupuncture needle,pt
A401885,device,Adhesive,pt
A401886,device,Shoulder spica,pt
A401887,device,Peritoneal dialysis catheter,pt
A401888,device,Tube drain,pt
A401889,device,Stoma appliance,pt
A401890,device,Artificial membrane,pt
A401891,device,Halo cast,pt
A401892,device,Suction equipment,pt
A401893,device,"Permanent cardiac pacemaker, device",pt
A401894,device,Recorder,pt
A401895,device,Gardener-Wells tongs,pt
A401896,device,Work clamp,pt
A401897,device,Capsular tension ring,pt
A401898,device,Task lighting,pt
A401899,device,Self-retaining catheter,pt
A401900,device,Intravitreal implant,pt
A401901,device,Musculoskeletal implant,pt
A401902,device,Headband telescope,pt
A401903,device,Clip,pt
A401904,device,Electric heating pad,pt
A401905,device,Functional orthodontic appliance,pt
A401906,device,Tampon,pt
A401907,device,Stand magnifier,pt
A401908,device,Suprapubic catheter,pt
A401909,device,Submucosal oral implant,pt
A401910,device,Safety equipment,pt
A401911,device,Four layer compression bandaging,pt
A401912,device,Indwelling urinary catheter,pt
A401913,device,Silicone tubing for nasolacrimal intubation,pt
A401914,device,"Cannula, tube AND/OR catheter",pt
A401915,device,Bag,pt
A401916,device,Le Veen shunt,pt
A401917,device,Drug eluting stent,pt
A401918,device,Cast brace,pt
A401919,device,Adhesive tape,pt
A401920,device,Plaster jacket,pt
A401921,device,Dialysis catheter,pt
A401922,device,Futura splint,pt
A401923,device,Figure of eight plaster cast,pt
A401924,device,Ventriculoperitoneal shunt,pt
A401925,device,Antisyphon device,pt
A401926,device,Vascular filter,pt
A401927,device,Functional cast brace,pt
A401928,device,Iridium wire,pt
A401929,device,Cardiac pacemaker lead,pt
A401930,device,"Body cast, shoulder to hips",pt
A401931,device,Short arm splint,pt
A401932,device,Sugar tong cast,pt
A401933,device,Long arm splint,pt
A401934,device,Back braces,pt
A401935,device,Short leg splint,pt
A401936,device,Ventriculoatrial shunt,pt
A401937,device,Guide wire,pt
A401938,device,Long leg splint,pt
A401939,device,Drug administration device,pt
A401940,device,Clubfoot cast,pt
A401941,device,Custom speech aid prosthesis,pt
A401942,device,Custom definitive obturator prosthesis,pt
A401943,device,EEG electrode,pt
A401944,device,Custom interim obturator prosthesis,pt
A401945,device,Full arm cast,pt
A401946,device,Intrauterine contraceptive device,pt
A401947,device,Gastric electrical stimulator electrode,pt
A401948,device,Custom surgical obturator prosthesis,pt
A401949,device,Peritoneal catheter,pt
A401950,device,Custom orbital prosthesis,pt
A401951,device,Sensor device,pt
A401952,device,Urinary collection bag,pt
A401953,device,Peritoneovenous shunt,pt
A401954,device,Instrument,pt
A401955,device,Stoma bag,pt
A401956,device,Artificial structure,pt
A401957,device,Depth electroencephalogram electrode,pt
A401958,device,Artificial fecal sphincter,pt
A401959,device,Urogenital implant,pt
A401960,device,Subdural electroencephalogram electrode,pt
A401961,device,"Single chamber pulse generator, device",pt
A401962,device,Thompsons prosthesis,pt
A401963,device,"Dual chamber pacing cardioverter defibrillator pulse generator, device",pt
A401964,device,Intermittent pneumatic compression stockings,pt
A401965,device,Insulin pump,pt
A401966,device,Sports mouth guard,pt
A401967,device,"Dual chamber pulse generator, device",pt
A401968,device,Bladder vibration stimulation device,pt
A401969,device,Night mouth guard,pt
A401970,device,Elastic adhesive bandage,pt
A401971,device,Antithromboembolic stockings,pt
A401972,device,Maxillary obturator,pt
A401973,device,Stoma flange,pt
A401974,device,Emesis basin,pt
A401975,device,"Seton, device",pt
A401976,device,Intravitreal implanted drug delivery system,pt
A401977,device,Implantable epidural access system,pt
A401978,device,Implantable intrathecal access system,pt
A401979,device,Tenckhoff catheter,pt
A401980,device,Foam dressing,pt
A401981,device,Non-invasive blood pressure monitor,pt
A401982,device,Personal protective equipment,pt
A401983,device,Elastic hosiery,pt
A401984,device,Microspinal catheter,pt
A401985,device,Cerebrospinal fluid shunt tubing,pt
A401986,device,Gauzes,pt
A401987,device,Contraceptive device,pt
A401988,device,Overbed trapeze device,pt
A401989,device,Hemodialysis catheter,pt
A401990,device,Nontunneled hemodialysis catheter,pt
A401991,device,Plomb,pt
A401992,device,Interposition shunt,pt
A401993,device,Brachytherapy device,pt
A401994,device,Implantable defibrillator leads,pt
A401995,device,Dental or oral splint,pt
A401996,device,Healing abutment,pt
A401997,device,Manometer catheter,pt
A401998,device,Infusion pump for enteral feeding,pt
A401999,device,Endodontic dressing,pt
A402000,device,Cardiac conduit,pt
A402001,device,Truss,pt
A402002,device,Gastric electrical stimulator,pt
A402003,device,Implantable cardiac pacemaker,pt
A402004,device,Orthopedic stretcher,pt
A402005,device,Surgical intravascular shunt,pt
A402006,device,Patient-activated electrocardiographic monitor and recording device,pt
A402007,device,Implantable lesion localization marker,pt
A402008,device,Focused rigidity cast,pt
A402009,device,Incontinence appliance,pt
A402010,device,Gastrojejunostomy tube,pt
A402011,device,Implantable infusion pump,pt
A402012,device,Continuous ambulatory peritoneal dialysis (CAPD) transfer set,pt
A402013,device,Talking monitored dosage system,pt
A402014,device,Monitored dosage system,pt
A402015,device,Memory assistive training device,pt
A402016,device,ITAP - Intraosseous transcutaneous amputation prosthesis,pt
A402017,device,Bioabsorbable stent,pt
A402018,device,Injectable tissue marker,pt
A402019,device,Endobronchial valve,pt
A402020,device,Tunneled peritoneal drain,pt
A402021,device,Dental bridge abutment,pt
A402022,device,Tunneled chest drain,pt
A402023,device,"Semi-occlusive dressing, device",pt
A402024,device,"Dry dressing, device",pt
A402025,device,Vascular clamp,pt
A402026,device,Non-vascular stent,pt
A402027,device,Xenon arc photocoagulator,pt
A402028,device,Fetoscope,pt
A402029,device,Endoscope,pt
A402030,device,"Ventriculoscope, device",pt
A402031,device,"Microlaryngoscope, device",pt
A402032,device,Rigid bronchoscope,pt
A402033,device,Flexible bronchoscope,pt
A402034,device,Dental scaler,pt
A402035,device,Flexible endoscope,pt
A402036,device,Snare,pt
A402037,device,Rigid endoscope,pt
A402038,device,Flexible sigmoidoscope,pt
A402039,device,Rigid sigmoidoscope,pt
A402040,device,Surgical patch,pt
A402041,device,Percutaneous transluminal angioplasty balloon,pt
A402042,device,Angioplasty catheter,pt
A402043,device,Rigid cystoscope,pt
A402044,device,Cystoscope,pt
A402045,device,Flexible cystoscope,pt
A402046,device,Urethroscope,pt
A402047,device,Hysteroscope,pt
A402048,device,Vacuum extractor,pt
A402049,device,Prosthetic patch,pt
A402050,device,Doppler device,pt
A402051,device,Ambu bag,pt
A402052,device,Oxygen mask,pt
A402053,device,Dilator,pt
A402054,device,Artificial conduit,pt
A402055,device,Tuohy needle,pt
A402056,device,Diathermy device,pt
A402057,device,Rhinoscope,pt
A402058,device,Bronchoscope,pt
A402059,device,Radiofrequency controlled thermal probe,pt
A402060,device,Hyperbaric chamber,pt
A402061,device,Trephine,pt
A402062,device,Temporary dental bridge,pt
A402063,device,Sengstaken-Blakemore tube,pt
A402064,device,Minnesota tube,pt
A402065,device,Shock wave lithotripter,pt
A402066,device,Mediastinoscope,pt
A402067,device,Arthroscope,pt
A402068,device,Probe,pt
A402069,device,Tonometer,pt
A402070,device,Applanation tonometer,pt
A402071,device,Perimeter,pt
A402072,device,Amsler chart,pt
A402073,device,Treadmill,pt
A402074,device,Ice bag,pt
A402075,device,Whirlpool bath,pt
A402076,device,Anoscope,pt
A402077,device,Laryngoscope,pt
A402078,device,Ophthalmoscope,pt
A402079,device,Compressed spectral array,pt
A402080,device,Gastroscope,pt
A402081,device,YAG - laser,pt
A402082,device,Directional coronary atherectomy device,pt
A402083,device,Stethoscope,pt
A402084,device,Ureteroscope,pt
A402085,device,Bicycle ergometer,pt
A402086,device,Bilirubin light,pt
A402087,device,Vibrator,pt
A402088,device,Esophagoscope,pt
A402089,device,Flexible colonoscope,pt
A402090,device,Thoracoscope,pt
A402091,device,Alcohol sponge,pt
A402092,device,Microscope,pt
A402093,device,Proctoscope,pt
A402094,device,Laparoscope,pt
A402095,device,Fundus camera,pt
A402096,device,Electromyographic monitor and recorder,pt
A402097,device,Table,pt
A402098,device,Physical restraint equipment,pt
A402099,device,Air-conditioner,pt
A402100,device,Culdoscope,pt
A402101,device,Diagnostic imaging equipment,pt
A402102,device,Physiologic monitoring system,pt
A402103,device,Amnioscope,pt
A402104,device,Operating microscope,pt
A402105,device,Angioscope,pt
A402106,device,Flexible fiberoptic laryngoscope,pt
A402107,device,Harrington rod,pt
A402108,device,Magnet,pt
A402109,device,Syringe,pt
A402110,device,Schiotz tonometer,pt
A402111,device,Non-contact tonometer,pt
A402112,device,Perkins applanation tonometer,pt
A402113,device,Goldmann applanation tonometer,pt
A402114,device,Colposcope,pt
A402115,device,Bagolini striated glasses,pt
A402116,device,Major amblyoscope,pt
A402117,device,Sigmoidoscope,pt
A402118,device,Binocular indirect ophthalmoscope,pt
A402119,device,Wavefront analyzer,pt
A402120,device,Holmium:YAG laser device,pt
A402121,device,Microkeratome,pt
A402122,device,Astigmatic dial,pt
A402123,device,Diode pumped laser device,pt
A402124,device,Tangent screen,pt
A402125,device,Radiant heater,pt
A402126,device,Flexible ureteroscope,pt
A402127,device,Cryoprobe,pt
A402128,device,Colonoscope,pt
A402129,device,Rotablator,pt
A402130,device,Stereotactic device,pt
A402131,device,Cytology brush,pt
A402132,device,Indirect ophthalmoscope,pt
A402133,device,Rotational atherectomy device,pt
A402134,device,Fine biopsy needle,pt
A402135,device,Pipelle,pt
A402136,device,Core biopsy needle,pt
A402137,device,Vascular clip,pt
A402138,device,Neville Barnes forceps,pt
A402139,device,Suction catheter,pt
A402140,device,Optical coherence tomography scanner,pt
A402141,device,Medical balloon,pt
A402142,device,Simpson forceps,pt
A402143,device,Choledochoscope,pt
A402144,device,Trocar,pt
A402145,device,Embolization coil,pt
A402146,device,Metal sound,pt
A402147,device,Hot wire,pt
A402148,device,Slit lamp biomicroscope,pt
