terminologyId,feature,name,termType
A300235,cause,Gastrolobium,pt
A300236,cause,Pimelea trichostachya,pt
A300237,cause,Haemophilus influenzae,pt
A300238,cause,Pinus ponderosa,pt
A300239,cause,Nitrazepam,pt
A300240,cause,Mycobacterium fortuitum,pt
A300241,cause,Linognathus,pt
A300242,cause,Ceratophyllus,pt
A300243,cause,Histoplasma farciminosus,pt
A300244,cause,Family Orthomyxoviridae,pt
A300245,cause,Diplostomum,pt
A300246,cause,Iron AND/OR iron compound,pt
A300247,cause,Helicobacter,pt
A300248,cause,Thysaniezia,pt
A300249,cause,Marshallagia,pt
A300250,cause,Superfamily Trichostrongyloidea,pt
A300251,cause,Nippostrongylus,pt
A300252,cause,Banzi virus,pt
A300253,cause,Absidia,pt
A300254,cause,Theileria annulata,pt
A300255,cause,Family Theileriidae,pt
A300256,cause,Cyathostoma,pt
A300257,cause,Cocaine,pt
A300258,cause,Cold agglutinin,pt
A300259,cause,Colorado tick fever virus,pt
A300260,cause,Family Reoviridae,pt
A300261,cause,Prosthogonimus macrorchis,pt
A300262,cause,Family Plagiorchiidae,pt
A300263,cause,Gongylonema verrucosum,pt
A300264,cause,Superfamily Spiruroidea,pt
A300265,cause,Trypanosoma vivax,pt
A300266,cause,Stilezia,pt
A300267,cause,Simondsia,pt
A300268,cause,Superfamily Thelazioidea,pt
A300269,cause,Propanol,pt
A300270,cause,Schistosoma spindale,pt
A300271,cause,Allium,pt
A300272,cause,Dipetalonema reconditum,pt
A300273,cause,Dye,pt
A300274,cause,Diplogonoporus grandis,pt
A300275,cause,Phenformin,pt
A300276,cause,Negishi virus,pt
A300277,cause,Neoechinorhynchus,pt
A300278,cause,Cicuta,pt
A300279,cause,Toxic substance,pt
A300280,cause,Lentospora,pt
A300281,cause,Phylum Myxozoa,pt
A300282,cause,Plasma,pt
A300283,cause,Hematologic agent,pt
A300284,cause,Anthelmintic,pt
A300285,cause,Urginea maritima,pt
A300286,cause,Salicylate,pt
A300287,cause,Non-opioid analgesic,pt
A300288,cause,Triorthocresyl phosphate,pt
A300289,cause,Pumice dust,pt
A300290,cause,Ancylostoma duodenale,pt
A300291,cause,Brackish water,pt
A300292,cause,Wasp venom,pt
A300293,cause,Scilla,pt
A300294,cause,Amidostomum,pt
A300295,cause,Plagiorchis,pt
A300296,cause,Aelurostrongylus,pt
A300297,cause,Amphotericin B,pt
A300298,cause,Gastrointestinal agent,pt
A300299,cause,Chloramphenicol,pt
A300300,cause,Anoplocephala magna,pt
A300301,cause,Electric charge,pt
A300302,cause,Cresol,pt
A300303,cause,Class Pentastomida,pt
A300304,cause,Hydrochloric acid,pt
A300305,cause,Diphyllobothrium latum,pt
A300306,cause,Sarcoptes scabiei var. ovis,pt
A300307,cause,Dietary substance,pt
A300308,cause,Cryptosporidium meleagridis,pt
A300309,cause,Bee venom,pt
A300310,cause,Bromide salt,pt
A300311,cause,Cheilanthes sieberi,pt
A300312,cause,Lantana camara,pt
A300313,cause,Porocephalus,pt
A300314,cause,Taenia hydatigena,pt
A300315,cause,Family Taeniidae,pt
A300316,cause,Trichobilharzia,pt
A300317,cause,Papaver,pt
A300318,cause,Beryllium,pt
A300319,cause,Organophosphate insecticide,pt
A300320,cause,Staphylococcus aureus,pt
A300321,cause,Mercaptopurine,pt
A300322,cause,Demodex phylloides,pt
A300323,cause,Dicrocoelium,pt
A300324,cause,Urea,pt
A300325,cause,Encephalitozoon cuniculi,pt
A300326,cause,Brassica sinapis,pt
A300327,cause,Oestrus ovis,pt
A300328,cause,Haemophilus aegyptius,pt
A300329,cause,Nickel compound,pt
A300330,cause,Zirconium,pt
A300331,cause,Fagopyrum,pt
A300332,cause,Tetracycline (class of antibiotic),pt
A300333,cause,Pesticide,pt
A300334,cause,Sarcodina,pt
A300335,cause,Equisetum palustre,pt
A300336,cause,Physical force,pt
A300337,cause,Substituted amphetamine,pt
A300338,cause,Schistosoma chestermani,pt
A300339,cause,Nitrous fumes,pt
A300340,cause,Kingdom Protozoa,pt
A300341,cause,Geigeria,pt
A300342,cause,Chlorpropamide,pt
A300343,cause,Yersinia pestis,pt
A300344,cause,Multiceps multiceps,pt
A300345,cause,Chrysosporium parvum var. crescens,pt
A300346,cause,Hair - material,pt
A300347,cause,Mayaro virus,pt
A300348,cause,Knemidocoptes,pt
A300349,cause,Vitamin B6,pt
A300350,cause,Monoamine oxidase inhibitor,pt
A300351,cause,Fusobacterium necrophorum,pt
A300352,cause,"Hormone, hormone metabolite, hormone precursor, synthetic hormone substitute, AND/OR hormone antagonist",pt
A300353,cause,Dipylidium caninum,pt
A300354,cause,Tobacco,pt
A300355,cause,Factor X antibody,pt
A300356,cause,Pneumonyssus simicola,pt
A300357,cause,Family Dermanyssidae,pt
A300358,cause,Tensaw virus,pt
A300359,cause,Radiation,pt
A300360,cause,Sodium hydroxide,pt
A300361,cause,Trichuris vulpis,pt
A300362,cause,Trichophyton violaceum,pt
A300363,cause,Cysticercus cellulosae,pt
A300364,cause,Anisakis simplex,pt
A300365,cause,Selenium compound,pt
A300366,cause,Pseudomonas,pt
A300367,cause,Lupinus digitatus,pt
A300368,cause,Tetrachloroethylene,pt
A300369,cause,Sunlight,pt
A300370,cause,Amianthium muscaetoxicum,pt
A300371,cause,Pneumostrongylus,pt
A300372,cause,Digoxin,pt
A300373,cause,Choanotaenia,pt
A300374,cause,Medazapam,pt
A300375,cause,Gaseous substance,pt
A300376,cause,Vitamin D,pt
A300377,cause,Cotyledon,pt
A300378,cause,Polytetrafluoroethylene,pt
A300379,cause,Ketamine,pt
A300380,cause,Mumps virus,pt
A300381,cause,Paramyxovirinae,pt
A300382,cause,Giardia lamblia,pt
A300383,cause,Bordeaux mixture,pt
A300384,cause,Morganella morganii,pt
A300385,cause,Human parainfluenza viruses,pt
A300386,cause,Contaminated food,pt
A300387,cause,Theileria parva lawrencei,pt
A300388,cause,Eperythrozoon,pt
A300389,cause,UTP-hexose-1-phosphate uridylyltransferase,pt
A300390,cause,Toxicodendron vernix,pt
A300391,cause,Urushiol,pt
A300392,cause,Pyrimethamine,pt
A300393,cause,Skeletal muscle relaxant,pt
A300394,cause,Taenia krabbei,pt
A300395,cause,Microcystis,pt
A300396,cause,Cyanobacterial toxin,pt
A300397,cause,Acarus,pt
A300398,cause,Pseudomonas aeruginosa,pt
A300399,cause,Trichophyton mentagrophytes,pt
A300400,cause,Anti-infective agent,pt
A300401,cause,Dextrothyroxine,pt
A300402,cause,Mercury,pt
A300403,cause,Bacillus anthracis,pt
A300404,cause,Moraea,pt
A300405,cause,Lymphocystis disease virus,pt
A300406,cause,Subfamily Gammaherpesvirinae,pt
A300407,cause,Medicago sativa,pt
A300408,cause,Trombicula (Neotrombicula) autumnalis,pt
A300409,cause,Chloroacetophenone,pt
A300410,cause,Enterotoxigenic Escherichia coli,pt
A300411,cause,Diplodinium,pt
A300412,cause,Bebaru virus,pt
A300413,cause,Low temperature,pt
A300414,cause,Genus Enterovirus,pt
A300415,cause,Encephalomyocarditis virus,pt
A300416,cause,Family Picornaviridae,pt
A300417,cause,Clonorchis sinensis,pt
A300418,cause,Family Opisthorchiidae,pt
A300419,cause,Dust,pt
A300420,cause,Helenium microcephalum,pt
A300421,cause,Halogeton,pt
A300422,cause,Treponema pallidum ss. pertenue,pt
A300423,cause,Malva,pt
A300424,cause,Osteospermum ecklonis,pt
A300425,cause,Bilharziella,pt
A300426,cause,Caterpillar,pt
A300427,cause,Apeu virus,pt
A300428,cause,Thiourea,pt
A300429,cause,Parafilaroides,pt
A300430,cause,Coenurus cerebralis,pt
A300431,cause,Tetracycline,pt
A300432,cause,Trichophyton rubrum,pt
A300433,cause,Lidocaine,pt
A300434,cause,Encephalitozoon,pt
A300435,cause,Glycoside,pt
A300436,cause,Punta Toro virus,pt
A300437,cause,Genus Phlebovirus,pt
A300438,cause,Pentazocine,pt
A300439,cause,Mercurialis annua,pt
A300440,cause,Histoplasma,pt
A300441,cause,Parafilaria,pt
A300442,cause,Heat,pt
A300443,cause,Atropine,pt
A300444,cause,Adenoviridae,pt
A300445,cause,Flax dust,pt
A300446,cause,Dicrocoelium dendriticum,pt
A300447,cause,Heroin,pt
A300448,cause,Warfarin sodium,pt
A300449,cause,Yersinia pseudotuberculosis,pt
A300450,cause,Genus Papillomavirus,pt
A300451,cause,Taenia pisiformis,pt
A300452,cause,Euphorbia mauritanica,pt
A300453,cause,Penicillium frequentans,pt
A300454,cause,Cheyletiella parasitivorax,pt
A300455,cause,Trichuris ovis,pt
A300456,cause,Naloxone,pt
A300457,cause,Rhododendron,pt
A300458,cause,Heterobilharzia,pt
A300459,cause,Cimex,pt
A300460,cause,Air pressure,pt
A300461,cause,Explosive force,pt
A300462,cause,Pyemotes ventricosus,pt
A300463,cause,Metaraminol,pt
A300464,cause,Mexican beaded lizard venom,pt
A300465,cause,"2,4-Dichlorophenoxyacetic acid",pt
A300466,cause,Clostridium tetani,pt
A300467,cause,Clostridium tetani toxin,pt
A300468,cause,Thalidomide,pt
A300469,cause,Methyl lomustine,pt
A300470,cause,Anaplasma,pt
A300471,cause,Rickettsiales,pt
A300472,cause,Bertiella,pt
A300473,cause,Geotrichum,pt
A300474,cause,Cupressus,pt
A300475,cause,Factor XIII antibody,pt
A300476,cause,Kaolin,pt
A300477,cause,Dermanyssus gallinae,pt
A300478,cause,Armillifer armillatus,pt
A300479,cause,Actinobacillus salpingitis,pt
A300480,cause,Oxylobium,pt
A300481,cause,Ampicillin,pt
A300482,cause,Pilocarpine,pt
A300483,cause,Rabies virus,pt
A300484,cause,Measles virus,pt
A300485,cause,Paramyxoviridae,pt
A300486,cause,Cryptococcus neoformans,pt
A300487,cause,Cryptococcus,pt
A300488,cause,Escherichia coli,pt
A300489,cause,Actinobacillus,pt
A300490,cause,Trypanosoma evansi,pt
A300491,cause,Isospora belli,pt
A300492,cause,Human poliovirus,pt
A300493,cause,Ethambutol,pt
A300494,cause,Borrelia recurrentis,pt
A300495,cause,Bauxite fumes,pt
A300496,cause,Duvenhage virus,pt
A300497,cause,Cestrum parqui,pt
A300498,cause,Agave,pt
A300499,cause,Spirocerca sanguinolenta,pt
A300500,cause,Testosterone,pt
A300501,cause,Dermacentor,pt
A300502,cause,Myocoptes musculinus,pt
A300503,cause,Mycobacterium vaccae,pt
A300504,cause,Arthropod venom,pt
A300505,cause,Haemonchus,pt
A300506,cause,Vampirolepis,pt
A300507,cause,Family Hymenolepididae,pt
A300508,cause,Leishmania major,pt
A300509,cause,Cannabinoid,pt
A300510,cause,Anti-psychotic agent,pt
A300511,cause,Trueperella pyogenes,pt
A300512,cause,Cercopithecine herpesvirus 1,pt
A300513,cause,Goat's milk,pt
A300514,cause,Thiouracil,pt
A300515,cause,Trypanosoma equiperdum,pt
A300516,cause,Family Trypanosomatidae,pt
A300517,cause,Dipetalonema,pt
A300518,cause,Anticholinesterase agent,pt
A300519,cause,Liquid substance,pt
A300520,cause,Pseudoterranova,pt
A300521,cause,Anisakidae,pt
A300522,cause,Strobane,pt
A300523,cause,Ornithobilharzia,pt
A300524,cause,Methylphenyltetrahydropyridine,pt
A300525,cause,Mycobacterium ulcerans,pt
A300526,cause,Schistosomatium douthitti,pt
A300527,cause,Cryptosporidium parvum,pt
A300528,cause,Zinc oxide fumes,pt
A300529,cause,Cow's milk protein,pt
A300530,cause,Echium lycopis,pt
A300531,cause,Moniezia expansa,pt
A300532,cause,Family Anoplocephalidae,pt
A300533,cause,Genus Nosema,pt
A300534,cause,Genus Pneumovirus,pt
A300535,cause,Butyrophenone derivative antipsychotic agent,pt
A300536,cause,Allium cepa,pt
A300537,cause,Azathioprine,pt
A300538,cause,Cannabis sativa,pt
A300539,cause,Fagus sylvaticus,pt
A300540,cause,Ethionamide,pt
A300541,cause,Ancylostoma brasiliense,pt
A300542,cause,Carbon tetrachloride,pt
A300543,cause,Yellow fever virus,pt
A300544,cause,Coffee bean dust,pt
A300545,cause,Insect venom,pt
A300546,cause,Hydrocyanic acid,pt
A300547,cause,Amoebotaenia,pt
A300548,cause,Magnesium trisilicate,pt
A300549,cause,Alaria,pt
A300550,cause,Anagallis arvensis,pt
A300551,cause,European tick-borne encephalitis virus,pt
A300552,cause,Lobelia cardinalis,pt
A300553,cause,Abrus precatorius,pt
A300554,cause,Fasciola gigantica,pt
A300555,cause,Genus Fasciola,pt
A300556,cause,Wehrdikmansia,pt
A300557,cause,Valproate,pt
A300558,cause,Demodex canis,pt
A300559,cause,Datura,pt
A300560,cause,Cosmetic material,pt
A300561,cause,Carbon monoxide,pt
A300562,cause,Graphite dust,pt
A300563,cause,Strongyloides stercoralis,pt
A300564,cause,Emetine,pt
A300565,cause,Medicago polymorpha,pt
A300566,cause,Aspirin,pt
A300567,cause,Family Muscidae,pt
A300568,cause,Saprolegnia,pt
A300569,cause,Phylum Oomycetes,pt
A300570,cause,Theileria parva,pt
A300571,cause,Naegleria,pt
A300572,cause,Family Vahlkampfiidae,pt
A300573,cause,Motion,pt
A300574,cause,Xanthurenic acid,pt
A300575,cause,Silicon dioxide,pt
A300576,cause,Honey bee venom,pt
A300577,cause,Fungicide,pt
A300578,cause,Aleurites fordii,pt
A300579,cause,Buxus sempervirens,pt
A300580,cause,Inorganic dust,pt
A300581,cause,Dichlorvos,pt
A300582,cause,Meperidine,pt
A300583,cause,Campylobacter,pt
A300584,cause,Methohexital,pt
A300585,cause,Armillifer moniliformis,pt
A300586,cause,Rhinosporidium seeberi,pt
A300587,cause,Attenuated Bacillus Calmette Guerin,pt
A300588,cause,Dicentra canadensis,pt
A300589,cause,Insulin,pt
A300590,cause,Low air pressure,pt
A300591,cause,Gram-positive bacteria,pt
A300592,cause,Rhinocladiella aquaspersa,pt
A300593,cause,Rotavirus,pt
A300594,cause,Heavy metal anti-infective agent,pt
A300595,cause,Echinochasmus perfoliatus,pt
A300596,cause,Chemical,pt
A300597,cause,Thermophilic actinomycetes,pt
A300598,cause,Chromobacterium,pt
A300599,cause,Phenanthrene derivative,pt
A300600,cause,Fruit,pt
A300601,cause,Trichostrongylus axei,pt
A300602,cause,Chlorpromazine,pt
A300603,cause,Carcinogen,pt
A300604,cause,HAV - Hepatitis A virus,pt
A300605,cause,Strongyloides ransomi,pt
A300606,cause,Mycobacterium scrofulaceum,pt
A300607,cause,Spirillum minus,pt
A300608,cause,Lassa virus,pt
A300609,cause,Gasterophilus inermis,pt
A300610,cause,Francisella tularensis,pt
A300611,cause,Grain dust,pt
A300612,cause,Pentastoma najae,pt
A300613,cause,Alkane,pt
A300614,cause,Plasmodium ovale,pt
A300615,cause,Habronema,pt
A300616,cause,Strongyloides cebus,pt
A300617,cause,Sound wave,pt
A300618,cause,Brugia malayi,pt
A300619,cause,Simplexvirus,pt
A300620,cause,Cytodites nudus,pt
A300621,cause,Genus Phthirus,pt
A300622,cause,Pulex,pt
A300623,cause,Spacecraft,pt
A300624,cause,Pavetta,pt
A300625,cause,Bacillus cereus toxin,pt
A300626,cause,Triodontophorus,pt
A300627,cause,Busulfan,pt
A300628,cause,Myocoptes,pt
A300629,cause,Watercraft,pt
A300630,cause,Mitomycin,pt
A300631,cause,Troglostrongylus,pt
A300632,cause,Superfamily Metastrongyloidea,pt
A300633,cause,Hachimycin,pt
A300634,cause,Strophanthus,pt
A300635,cause,Coumaphos,pt
A300636,cause,Carbophenothion,pt
A300637,cause,Metroliasthes,pt
A300638,cause,Family Dilepidae - dipylidiidae,pt
A300639,cause,Psychostimulant,pt
A300640,cause,Diphenadione,pt
A300641,cause,Microsporum,pt
A300642,cause,Sorghum bicolor ssp. bicolor,pt
A300643,cause,Conidiobolus coronatus,pt
A300644,cause,Zygomycetes,pt
A300645,cause,Psoroptes,pt
A300646,cause,Globocephalus urosubulatus,pt
A300647,cause,Globocephalus,pt
A300648,cause,Prion,pt
A300649,cause,Homeria pallida,pt
A300650,cause,Zinc phosphide,pt
A300651,cause,Equisetum,pt
A300652,cause,Echinococcus granulosus,pt
A300653,cause,Order Cyclophyllidea,pt
A300654,cause,Genus Cochliomyia,pt
A300655,cause,Genus Pediculus,pt
A300656,cause,Maggot,pt
A300657,cause,Class Insecta,pt
A300658,cause,Practolol,pt
A300659,cause,Dengue virus,pt
A300660,cause,Entamoebidae,pt
A300661,cause,Famphur,pt
A300662,cause,Echinococcus multilocularis,pt
A300663,cause,Neorickettsia sennetsu,pt
A300664,cause,Ornithogalum thyrsoides,pt
A300665,cause,Rabies vaccine,pt
A300666,cause,Ostertagia,pt
A300667,cause,Suipoxvirus,pt
A300668,cause,Potassium cyanide,pt
A300669,cause,Lucilia,pt
A300670,cause,Gutierrezia,pt
A300671,cause,Vasodilator,pt
A300672,cause,Stellantchasmus falcatus,pt
A300673,cause,Crotoxyphos,pt
A300674,cause,Soap and detergent,pt
A300675,cause,Adenium,pt
A300676,cause,Saluretic agent,pt
A300677,cause,Pollen,pt
A300678,cause,Phormia,pt
A300679,cause,Procaine,pt
A300680,cause,Ascarops,pt
A300681,cause,Drymaria pachyphylla,pt
A300682,cause,Psorergates simplex,pt
A300683,cause,Trichomonas vaginalis,pt
A300684,cause,Venom,pt
A300685,cause,Threlkeldia proceriflora,pt
A300686,cause,Organomercury compounds and derivatives,pt
A300687,cause,Pithecellobium kiringa,pt
A300688,cause,Demodex folliculorum,pt
A300689,cause,JC virus,pt
A300690,cause,Dipcadi glaucum,pt
A300691,cause,"Leptospira interrogans, serogroup Bataviae",pt
A300692,cause,Chemical fumes,pt
A300693,cause,Neorickettsia elokominica,pt
A300694,cause,Demodex cati,pt
A300695,cause,Oesophagostomum,pt
A300696,cause,Tetradymia glabrata,pt
A300697,cause,Phenolphthalein,pt
A300698,cause,Asbestos,pt
A300699,cause,Miotic,pt
A300700,cause,Aflatoxin,pt
A300701,cause,Procainamide,pt
A300702,cause,Heterophyes heterophyes,pt
A300703,cause,Physaloptera,pt
A300704,cause,Brassica oleracea,pt
A300705,cause,Solvent,pt
A300706,cause,Kyasanur Forest disease virus,pt
A300707,cause,Rio Bravo virus,pt
A300708,cause,Prostaglandin,pt
A300709,cause,Vicia villosa,pt
A300710,cause,Indigofera dominii,pt
A300711,cause,Coccidioides immitis,pt
A300712,cause,Coccidioides,pt
A300713,cause,Paragonimus westermanii,pt
A300714,cause,Paragonimus,pt
A300715,cause,Asaemia axillaris,pt
A300716,cause,Ascaridia dissimilis,pt
A300717,cause,Caustic alkali,pt
A300718,cause,Family Varroidae,pt
A300719,cause,Blood group antibody B,pt
A300720,cause,Myoglobin,pt
A300721,cause,Coliform bacteria,pt
A300722,cause,Genus Cuterebra,pt
A300723,cause,Butabarbital,pt
A300724,cause,Chrysosporium,pt
A300725,cause,Family Tabanidae,pt
A300726,cause,Capillaria philippinensis,pt
A300727,cause,Antiviral agent,pt
