terminologyId,feature,name,termType
A200075,brand_name,Lentizol,pt
A200076,brand_name,Ludiomil,pt
A200077,brand_name,Macrodex,pt
A200078,brand_name,Medihaler-Epi,pt
A200079,brand_name,Tofranil,pt
A200080,brand_name,Metamucil,pt
A200081,brand_name,Midamor,pt
A200082,brand_name,Symmetrel,pt
A200083,brand_name,Modane,pt
A200084,brand_name,Myambutol,pt
A200085,brand_name,Nivaquine,pt
A200086,brand_name,Novocaine,pt
A200087,brand_name,Nubain,pt
A200088,brand_name,Omnopon,pt
A200089,brand_name,Pamelor,pt
A200090,brand_name,Panhematin,pt
A200091,brand_name,Pavulon,pt
A200092,brand_name,Pedameth,pt
A200093,brand_name,"V-Cillin K",pt
A200094,brand_name,Talwin,pt
A200095,brand_name,Pentoxyl,pt
A200096,brand_name,Periactin,pt
A200097,brand_name,Pertofrane,pt
A200098,brand_name,Pevaryl,pt
A200099,brand_name,Pfizerpen,pt
A200100,brand_name,Potaba,pt
A200101,brand_name,Pressimmune,pt
A200102,brand_name,Prolixin,pt
A200103,brand_name,Promit,pt
A200104,brand_name,Sparine,pt
A200105,brand_name,Prothiaden,pt
A200106,brand_name,Ventolin,pt
A200107,brand_name,Pyopen,pt
A200108,brand_name,Pyridium,pt
A200109,brand_name,Quinora,pt
A200110,brand_name,Reglan,pt
A200111,brand_name,Relaxin,pt
A200112,brand_name,Rheomacrodex,pt
A200113,brand_name,Rocephin,pt
A200114,brand_name,Rondex,pt
A200115,brand_name,Rotersept,pt
A200116,brand_name,Ru-Vert-M,pt
A200117,brand_name,Sansert,pt
A200118,brand_name,Sectral,pt
A200119,brand_name,Securopen,pt
A200120,brand_name,Serentil,pt
A200121,brand_name,Serophene,pt
A200122,brand_name,Zonalon,pt
A200123,brand_name,Sinografin,pt
A200124,brand_name,Voltarol,pt
A200125,brand_name,Stadol,pt
A200126,brand_name,Staphcillin,pt
A200127,brand_name,Timoptic,pt
A200128,brand_name,Timoptol,pt
A200129,brand_name,Trasicor,pt
A200130,brand_name,Wymox,pt
A200131,brand_name,Trobicin,pt
A200132,brand_name,Urecholine,pt
A200133,brand_name,Urispas,pt
A200134,brand_name,Velosulin,pt
A200135,brand_name,Versed,pt
A200136,brand_name,Vivactil,pt
A200137,brand_name,Wellferon,pt
A200138,brand_name,Yutopar,pt
A200139,brand_name,Zinacef,pt
A200140,brand_name,Actifed,pt
A200141,brand_name,Albunex,pt
A200142,brand_name,Aldactazide,pt
A200143,brand_name,Alka-Seltzer,pt
A200144,brand_name,amopen,pt
A200145,brand_name,antepar,pt
A200146,brand_name,Antilirium,pt
A200147,brand_name,Ascriptin,pt
A200148,brand_name,Auralgan,pt
A200149,brand_name,Bellergal,pt
A200150,brand_name,Cafergot,pt
A200151,brand_name,Capozide,pt
A200152,brand_name,carbogen,pt
A200153,brand_name,Cerumenex,pt
A200154,brand_name,Cetacaine,pt
A200155,brand_name,Chloraseptic,pt
A200156,brand_name,Combipres,pt
A200157,brand_name,Coparvax,pt
A200158,brand_name,Cortisporin,pt
A200159,brand_name,De-Nol,pt
A200160,brand_name,Depo-Medrol,pt
A200161,brand_name,Dilor,pt
A200162,brand_name,Diphenyl,pt
A200163,brand_name,Drixoral,pt
A200164,brand_name,Dyazide,pt
A200165,brand_name,embelin,pt
A200166,brand_name,EMLA,pt
A200167,brand_name,Equagesic,pt
A200168,brand_name,Exosurf,pt
A200169,brand_name,Fansidar,pt
A200170,brand_name,Fiorinal,pt
A200171,brand_name,Florinef,pt
A200172,brand_name,fluori-methane,pt
A200173,brand_name,Fluosol,pt
A200174,brand_name,Fluress,pt
A200175,brand_name,Fybogel,pt
A200176,brand_name,Gaviscon,pt
A200177,brand_name,Gelusil,pt
A200178,brand_name,Golytely,pt
A200179,brand_name,Granulex,pt
A200180,brand_name,"histolyn CYL",pt
A200181,brand_name,Inderide,pt
A200182,brand_name,Innovar,pt
A200183,brand_name,Instillagel,pt
A200184,brand_name,Iodex,pt
A200185,brand_name,Kaopectate,pt
A200186,brand_name,Keralyt,pt
A200187,brand_name,lacri-lube,pt
A200188,brand_name,Librax,pt
A200189,brand_name,Limbitrol,pt
A200190,brand_name,Lomotil,pt
A200191,brand_name,Maalox,pt
A200192,brand_name,Madopar,pt
A200193,brand_name,magnapen,pt
A200194,brand_name,Maxepa,pt
A200195,brand_name,Midrin,pt
A200196,brand_name,Miraxid,pt
A200197,brand_name,Modicon,pt
A200198,brand_name,Mylanta,pt
A200199,brand_name,Neosporin,pt
A200200,brand_name,Nepenthe,pt
A200201,brand_name,"Norgesic forte",pt
A200202,brand_name,Norinyl,pt
A200203,brand_name,Normosol-R,pt
A200204,brand_name,Orabase,pt
A200205,brand_name,Percodan,pt
A200206,brand_name,Percogesic,pt
A200207,brand_name,"Plasma-lyte 148",pt
A200208,brand_name,"Plasmalyte A",pt
A200209,brand_name,"Preparation H",pt
A200210,brand_name,Proctofoam-HC,pt
A200211,brand_name,Protac,pt
A200212,brand_name,Proxigel,pt
A200213,brand_name,Pycnogenol,pt
A200214,brand_name,Quadrinal,pt
A200215,brand_name,Renacidin,pt
A200216,brand_name,RID,pt
A200217,brand_name,Sarapin,pt
A200218,brand_name,Sinemet,pt
A200219,brand_name,Spherulin,pt
A200220,brand_name,Surgident,pt
A200221,brand_name,Sustanon,pt
A200222,brand_name,"synalar N",pt
A200223,brand_name,"Talwin NX",pt
A200224,brand_name,TANDEM,pt
A200225,brand_name,Tenoretic,pt
A200226,brand_name,Terra-Cortril,pt
A200227,brand_name,Timentin,pt
A200228,brand_name,Travase,pt
A200229,brand_name,Travasol,pt
A200230,brand_name,"Triple Dye",pt
A200231,brand_name,Tuinal,pt
A200232,brand_name,Vaporub,pt
A200233,brand_name,Viscoat,pt
A200234,brand_name,"Whitfield's Ointment",pt
A200235,brand_name,X-prep,pt
A200236,brand_name,Zincon,pt
A200237,brand_name,Hycolin,pt
A200238,brand_name,NuLytely,pt
A200239,brand_name,VoSoL,pt
A200240,brand_name,Adriamycin,pt
A200241,brand_name,Wellbutrin,pt
A200242,brand_name,Tavist,pt
A200243,brand_name,Migranal,pt
A200244,brand_name,Luvox,pt
A200245,brand_name,Gammagard,pt
A200246,brand_name,Humate-P,pt
A200247,brand_name,Iveegam,pt
A200248,brand_name,Percocet,pt
A200249,brand_name,Sandoglobulin,pt
A200250,brand_name,Sotradecol,pt
A200251,brand_name,Tonocard,pt
A200252,brand_name,Elavil,pt
A200253,brand_name,Aminosyn,pt
A200254,brand_name,Aredia,pt
A200255,brand_name,Basaljel,pt
A200256,brand_name,Betnesol,pt
A200257,brand_name,Bonjela,pt
A200258,brand_name,Brevicon,pt
A200259,brand_name,Kytril,pt
A200260,brand_name,Brulidine,pt
A200261,brand_name,"BSS Plus",pt
A200262,brand_name,Calcibind,pt
A200263,brand_name,Carbex,pt
A200264,brand_name,"Celestone Soluspan",pt
A200265,brand_name,Ceredase,pt
A200266,brand_name,Choledyl-SA,pt
A200267,brand_name,Creon,pt
A200268,brand_name,Curosurf,pt
A200269,brand_name,"Decadron phosphate",pt
A200270,brand_name,Demulen,pt
A200271,brand_name,Depo-estradiol,pt
A200272,brand_name,Depo-testosterone,pt
A200273,brand_name,Diasorb,pt
A200274,brand_name,Dimetapp,pt
A200275,brand_name,Dipentum,pt
A200276,brand_name,Disophrol,pt
A200277,brand_name,Duofilm,pt
A200278,brand_name,Durabolin,pt
A200279,brand_name,Endodan,pt
A200280,brand_name,Engerix-B,pt
A200281,brand_name,Epifoam,pt
A200282,brand_name,Epogam,pt
A200283,brand_name,Ergotrate,pt
A200284,brand_name,Eumovate,pt
A200285,brand_name,Exolan,pt
A200286,brand_name,Ferrlecit,pt
A200287,brand_name,"Ferrocontin Continus",pt
A200288,brand_name,"Fleet Enema",pt
A200289,brand_name,"Freamine III",pt
A200290,brand_name,Frigiderm,pt
A200291,brand_name,Hemabate,pt
A200292,brand_name,Heminevrin,pt
A200293,brand_name,Hibisol,pt
A200294,brand_name,Iodosorb,pt
A200295,brand_name,Kayexalate,pt
A200296,brand_name,Kelocyanor,pt
A200297,brand_name,Lacrisert,pt
A200298,brand_name,Lithostat,pt
A200299,brand_name,Locoid,pt
A200300,brand_name,Loestrin,pt
A200301,brand_name,Lymphazurin,pt
A200302,brand_name,Maxzide,pt
A200303,brand_name,Meclan,pt
A200304,brand_name,"Metubine Iodide",pt
A200305,brand_name,Miacalcic,pt
A200306,brand_name,Synarel,pt
A200307,brand_name,Navelbine,pt
A200308,brand_name,Tilade,pt
A200309,brand_name,"Norinyl 1-50",pt
A200310,brand_name,Nuromax,pt
A200311,brand_name,Ophthetic,pt
A200312,brand_name,"Palaprin Forte",pt
A200313,brand_name,Parvolex,pt
A200314,brand_name,Pediazole,pt
A200315,brand_name,Pepto-bismol,pt
A200316,brand_name,Regitine,pt
A200317,brand_name,Picolax,pt
A200318,brand_name,Polysporin,pt
A200319,brand_name,Posicor,pt
A200320,brand_name,Predsol,pt
A200321,brand_name,Pripsen,pt
A200322,brand_name,Prohibit,pt
A200323,brand_name,Propine,pt
A200324,brand_name,Recombivax,pt
A200325,brand_name,Renografin-60,pt
A200326,brand_name,Solian,pt
A200327,brand_name,Staticin,pt
A200328,brand_name,"Synacthen Depot",pt
A200329,brand_name,Synkavite,pt
A200330,brand_name,Thyrolar,pt
A200331,brand_name,Toradol,pt
A200332,brand_name,Trophamine,pt
A200333,brand_name,Ultravate,pt
A200334,brand_name,Unasyn,pt
A200335,brand_name,Vasocidin,pt
A200336,brand_name,Vasocon-A,pt
A200337,brand_name,Vontrol,pt
A200338,brand_name,Zilactin,pt
A200339,brand_name,Zoladex,pt
A200340,brand_name,Prozac,pt
A200341,brand_name,"Gamimune N",pt
A200342,brand_name,"Pro-Air Albuterol",pt
A200343,brand_name,Norvasc,pt
A200344,brand_name,Zyrtec,pt
A200345,brand_name,Moctanin,pt
A200346,brand_name,Orgaran,pt
A200347,brand_name,"Cardec DM",pt
A200348,brand_name,Rondec-DM,pt
A200349,brand_name,ProcalAmine,pt
A200350,brand_name,"Clopixol Acuphase",pt
A200351,brand_name,NuPro,pt
A200352,brand_name,Micronefrin,pt
A200353,brand_name,Vascor,pt
A200354,brand_name,Zofran,pt
A200355,brand_name,Arduan,pt
A200356,brand_name,"Optiray 320",pt
A200357,brand_name,Arthrotec,pt
A200358,brand_name,Niferex-150,pt
A200359,brand_name,Niferex,pt
A200360,brand_name,Recombinate,pt
A200361,brand_name,Kogenate,pt
A200362,brand_name,Merbentyl,pt
A200363,brand_name,Primperan,pt
A200364,brand_name,Minipress,pt
A200365,brand_name,Vivalan,pt
A200366,brand_name,Yohimex,pt
A200367,brand_name,Tenex,pt
A200368,brand_name,Trosyl,pt
A200369,brand_name,Alomide,pt
A200370,brand_name,Demadex,pt
A200371,brand_name,Accupril,pt
A200372,brand_name,Navoban,pt
A200373,brand_name,Livostin,pt
A200374,brand_name,"symbioflor I",pt
A200375,brand_name,OmniHIB,pt
A200376,brand_name,Somatuline,pt
A200377,brand_name,Prohance,pt
A200378,brand_name,Dectomax,pt
A200379,brand_name,Zosyn,pt
A200380,brand_name,Acthrel,pt
A200381,brand_name,Pulmozyme,pt
A200382,brand_name,Ziac,pt
A200383,brand_name,Rifater,pt
A200384,brand_name,Doxil,pt
A200385,brand_name,Abelcet,pt
A200386,brand_name,Zenapax,pt
A200387,brand_name,Miochol,pt
A200388,brand_name,Camoquine,pt
A200389,brand_name,Paludrine,pt
A200390,brand_name,Colace,pt
A200391,brand_name,Vasoxyl,pt
A200392,brand_name,Novantrone,pt
A200393,brand_name,Rythmol,pt
A200394,brand_name,Zoloft,pt
A200395,brand_name,Loceryl,pt
A200396,brand_name,Maxipime,pt
A200397,brand_name,Betaseron,pt
A200398,brand_name,Dynabac,pt
A200399,brand_name,Omnicef,pt
A200400,brand_name,Prevacid,pt
A200401,brand_name,Vistide,pt
A200402,brand_name,Merrem,pt
A200403,brand_name,Flonase,pt
A200404,brand_name,Seroquel,pt
A200405,brand_name,Adderall,pt
A200406,brand_name,Cerezyme,pt
A200407,brand_name,Clearsol,pt
A200408,brand_name,Zestoretic,pt
A200409,brand_name,Kutapressin,pt
A200410,brand_name,Mononine,pt
A200411,brand_name,Normiflo,pt
A200412,brand_name,"Pyridium Plus",pt
A200413,brand_name,Paromycin,pt
A200414,brand_name,Ultracef,pt
A200415,brand_name,"Calcium antacid",pt
A200416,brand_name,"5 Benzagel",pt
A200417,brand_name,"10 Benzagel",pt
A200418,brand_name,AK-Con-A,pt
A200419,brand_name,AK-Pentolate,pt
A200420,brand_name,AK-Pred,pt
A200421,brand_name,"Akwa Tears Solution",pt
A200422,brand_name,"AMVISC Plus",pt
A200423,brand_name,"Abbokinase Open-Cath",pt
A200424,brand_name,Actibine,pt
A200425,brand_name,"Adriamycin PFS",pt
A200426,brand_name,"Adriamycin RDF",pt
A200427,brand_name,"Aerolate Sr.",pt
A200428,brand_name,Albuminar-25,pt
A200429,brand_name,Albuminar-5,pt
A200430,brand_name,Amen,pt
A200431,brand_name,"Americaine Anesthetic Lubricant",pt
A200432,brand_name,Amino-Cerv,pt
A200433,brand_name,"Amoxil Pediatric Drops",pt
A200434,brand_name,"Anectine Flo-Pack",pt
A200435,brand_name,Antivert,pt
A200436,brand_name,"Anusol Hemorrhoidal Suppositories",pt
A200437,brand_name,Apresazide,pt
A200438,brand_name,Arco-Lase,pt
A200439,brand_name,"Arco-Lase Plus",pt
A200440,brand_name,Attenuvax,pt
A200441,brand_name,"Axid Pulvules",pt
A200442,brand_name,"Bactrim I.V. Infusion",pt
A200443,brand_name,Balnetar,pt
A200444,brand_name,"Benylin Expectorant",pt
A200445,brand_name,"Betadine Skin Cleanser",pt
A200446,brand_name,"Biavax II",pt
A200447,brand_name,"Bichloracetic Acid Kahlenberg",pt
A200448,brand_name,"Blephamide S.O.P.",pt
A200449,brand_name,"Bontril Slow-Release",pt
A200450,brand_name,"Brevital Sodium",pt
A200451,brand_name,"Bronkaid Mist",pt
A200452,brand_name,Calphosan,pt
A200453,brand_name,"Caltrate 600 + Iron & Vitamin D",pt
A200454,brand_name,CharcoAid,pt
A200455,brand_name,CharcoCaps,pt
A200456,brand_name,"Chloraseptic Liquid",pt
A200457,brand_name,"Chloromycetin Otic",pt
A200458,brand_name,"Chloromycetin Sodium Succinate",pt
A200459,brand_name,"Chloroptic S.O.P.",pt
A200460,brand_name,"Cipro I.V.",pt
A200461,brand_name,"Citracal Liquitab",pt
A200462,brand_name,Citrucel,pt
A200463,brand_name,"Clorpactin WCS-90",pt
A200464,brand_name,"Codimal DH",pt
A200465,brand_name,"Codimal PH",pt
A200466,brand_name,"Collyrium Fresh",pt
A200467,brand_name,"Compazine Spansule Capsules",pt
A200468,brand_name,"Concentrated Phillips' Milk of Magnesia",pt
A200469,brand_name,Corticaine,pt
A200470,brand_name,Cortifoam,pt
A200471,brand_name,"Cortisporin Ointment",pt
A200472,brand_name,Cyclomydril,pt
A200473,brand_name,Cystospaz,pt
A200474,brand_name,Cystospaz-M,pt
A200475,brand_name,"DDAVP Rhinal Tube",pt
A200476,brand_name,"DHS Tar Shampoo",pt
A200477,brand_name,Damason-P,pt
A200478,brand_name,"Dantrium Intravenous",pt
A200479,brand_name,"Darvocet-N 100",pt
A200480,brand_name,"Darvocet-N 50",pt
A200481,brand_name,Darvon-N,pt
A200482,brand_name,"Denorex Medicated Shampoo and Conditioner",pt
A200483,brand_name,"Desyrel Dividose",pt
A200484,brand_name,"Dexedrine Spansule Capsules",pt
A200485,brand_name,"Didronel I.V. Infusion",pt
A200486,brand_name,"Dilantin Infatabs",pt
A200487,brand_name,"Dilantin Kapseals",pt
A200488,brand_name,Dilatrate-SR,pt
A200489,brand_name,Donnagel,pt
A200490,brand_name,"Donnatal Extentabs",pt
A200491,brand_name,Drisdol,pt
A200492,brand_name,Dritho-Scalp,pt
A200493,brand_name,Drithocreme,pt
A200494,brand_name,Drysol,pt
A200495,brand_name,DuoCet,pt
A200496,brand_name,Duoplant,pt
A200497,brand_name,"E.E.S. 400 Filmtab",pt
A200498,brand_name,"E.E.S. Granules",pt
A200499,brand_name,Eldepryl,pt
A200500,brand_name,Eldertonic,pt
A200501,brand_name,Emetrol,pt
A200502,brand_name,"Empirin with Codeine",pt
A200503,brand_name,Emulsoil,pt
A200504,brand_name,"Entex Liquid",pt
A200505,brand_name,Enuclene,pt
A200506,brand_name,Ergostat,pt
A200507,brand_name,"EryPed 200",pt
A200508,brand_name,"EryPed 400",pt
A200509,brand_name,"Erythrocin Stearate Filmtab",pt
A200510,brand_name,"FML Forte Liquifilm",pt
A200511,brand_name,"FML Liquifilm",pt
A200512,brand_name,Factrel,pt
A200513,brand_name,"Fero-Gradumet Filmtab",pt
A200514,brand_name,Ferro-Sequels,pt
A200515,brand_name,"Flagyl I.V.",pt
A200516,brand_name,"Fleet Babylax",pt
A200517,brand_name,"Fleet Children's",pt
A200518,brand_name,"Fleet Phospho-Soda",pt
A200519,brand_name,Fluoracaine,pt
A200520,brand_name,fluro-ethyl,pt
A200521,brand_name,Forane,pt
A200522,brand_name,"Fungizone Cream",pt
A200523,brand_name,"Fungoid Solution",pt
A200524,brand_name,Gammar,pt
A200525,brand_name,Glaucon,pt
A200526,brand_name,Glutose,pt
A200527,brand_name,"Haley's M-O",pt
A200528,brand_name,"Humulin L",pt
A200529,brand_name,"Humulin N",pt
A200530,brand_name,"Humulin R",pt
A200531,brand_name,"Iletin I, Lente",pt
A200532,brand_name,Insta-Glucose,pt
A200533,brand_name,"Ionil Shampoo",pt
A200534,brand_name,"Isopto Atropine",pt
A200535,brand_name,"Isopto Carbachol",pt
A200536,brand_name,"Isopto Homatropine",pt
A200537,brand_name,"Isopto Hyoscine",pt
A200538,brand_name,K-Dur,pt
A200539,brand_name,K-Tab,pt
A200540,brand_name,Klotrix,pt
A200541,brand_name,"Lac-Hydrin Five",pt
A200542,brand_name,"Lazer Creme",pt
A200543,brand_name,Levatol,pt
A200544,brand_name,"Levsin/SL Tablets",pt
A200545,brand_name,"Loestrin Fe 1.5/30",pt
A200546,brand_name,"Loestrin Fe 1/20",pt
A200547,brand_name,"Loxitane IM",pt
A200548,brand_name,"Mag-Ox 400",pt
A200549,brand_name,"Marcaine Spinal",pt
A200550,brand_name,"Medrol Dosepak",pt
A200551,brand_name,"Meruvax II",pt
A200552,brand_name,"Monistat I.V.",pt
A200553,brand_name,Monistat-Derm,pt
A200554,brand_name,Mumpsvax,pt
A200555,brand_name,"Mycelex Troches",pt
A200556,brand_name,"Mycitracin Plus Pain Reliever",pt
A200557,brand_name,"Mycostatin Pastilles",pt
A200558,brand_name,"NPH Iletin II",pt
A200559,brand_name,"Naphcon forte",pt
A200560,brand_name,"Neosporin Ointment",pt
A200561,brand_name,"Nitro-Bid IV",pt
A200562,brand_name,Nolahist,pt
A200563,brand_name,"Norflex Injectable",pt
A200564,brand_name,"Nostril Nasal Decongestant",pt
A200565,brand_name,"Novahistine DH",pt
A200566,brand_name,"Novahistine Elixir",pt
A200567,brand_name,"Novahistine Expectorant",pt
A200568,brand_name,"Novolin L",pt
A200569,brand_name,"Novolin N",pt
A200570,brand_name,"Novolin R",pt
A200571,brand_name,"Nucofed Expectorant",pt
A200572,brand_name,"Nucofed Pediatric Expectorant",pt
A200573,brand_name,"Nupercainal Suppositories",pt
A200574,brand_name,Occlusal-HP,pt
A200575,brand_name,Ocufen,pt
A200576,brand_name,Ophthocort,pt
A200577,brand_name,"Orabase HCA",pt
A200578,brand_name,"Pediaflor Drops",pt
A200579,brand_name,"Pentam 300",pt
A200580,brand_name,Peri-Colace,pt
A200581,brand_name,"Phenergan VC",pt
A200582,brand_name,"Phenergan VC with Codeine",pt
A200583,brand_name,"Phenergan with Codeine",pt
A200584,brand_name,"Phenergan with Dextromethorphan",pt
A200585,brand_name,"Pnu-Imune 23",pt
A200586,brand_name,"Polaramine Repetabs Tablets",pt
A200587,brand_name,PrameGel,pt
A200588,brand_name,"Premarin with Methyltestosterone",pt
A200589,brand_name,"Primatene Mist Suspension",pt
A200590,brand_name,ProctoCream-HC,pt
A200591,brand_name,"Proventil Repetabs Tablets",pt
A200592,brand_name,"Questran Light",pt
A200593,brand_name,Quibron-T,pt
A200594,brand_name,"Quinidex Extentabs",pt
A200595,brand_name,"RID Lice Control Spray",pt
A200596,brand_name,Rimso-50,pt
A200597,brand_name,"Robitussin Cough Calmers",pt
A200598,brand_name,"Robitussin Pediatric",pt
A200599,brand_name,Robitussin-PE,pt
A200600,brand_name,"Ru-Tuss with Hydrocodone",pt
A200601,brand_name,"Ryna Liquid",pt
A200602,brand_name,"Sal-Acid Plasters",pt
A200603,brand_name,"Sal-Plant Gel",pt
A200604,brand_name,"Salactic Film",pt
A200605,brand_name,"Sebulex Shampoo with Conditioners",pt
A200606,brand_name,"Slo-bid Gyrocaps",pt
A200607,brand_name,Solarcaine,pt
A200608,brand_name,"Sominex Pain Relief Formula",pt
A200609,brand_name,"St. Joseph Adult Chewable Aspirin",pt
A200610,brand_name,"Sudafed Cough Syrup",pt
A200611,brand_name,"Sus-Phrine Injection",pt
A200612,brand_name,Talacen,pt
A200613,brand_name,"Talwin Compound",pt
A200614,brand_name,Tempra,pt
A200615,brand_name,"Theo-Dur Sprinkle",pt
A200616,brand_name,Thera-Gesic,pt
A200617,brand_name,TheraCys,pt
A200618,brand_name,"Tice BCG",pt
A200619,brand_name,"Timoptic in Ocudose",pt
A200620,brand_name,Tornalate,pt
A200621,brand_name,"Triaminic Expectorant",pt
A200622,brand_name,"Triaminic Expectorant DH",pt
A200623,brand_name,"Trinalin Repetabs Tablets",pt
A200624,brand_name,Tropicacyl,pt
A200625,brand_name,Uro-Mag,pt
A200626,brand_name,Vasosulf,pt
A200627,brand_name,"Vicks Vaporub",pt
A200628,brand_name,"Vicks Vaposteam",pt
A200629,brand_name,"Xerac AC",pt
A200630,brand_name,Zincfrin,pt
A200631,brand_name,Zostrix,pt
A200632,brand_name,Phisohex,pt
A200633,brand_name,"ACTH Gel",pt
A200634,brand_name,ANTIROBE,pt
A200635,brand_name,"Betadine Aerosol Spray",pt
A200636,brand_name,Cardoxin,pt
A200637,brand_name,Cestex,pt
A200638,brand_name,Cystorelin,pt
A200639,brand_name,HYALOVET,pt
A200640,brand_name,HYLARTIN,pt
A200641,brand_name,INTERCEPTOR,pt
A200642,brand_name,Neosol,pt
A200643,brand_name,Renografin-76,pt
A200644,brand_name,"Revive brand of caffeine",pt
A200645,brand_name,SOLOXINE,pt
A200646,brand_name,Tomorrow,pt
A200647,brand_name,UROEZE,pt
A200648,brand_name,Gemzar,pt
A200649,brand_name,Herceptin,pt
A200650,brand_name,"Betadine shampoo",pt
A200651,brand_name,"Betadine Surgical Scrub",pt
A200652,brand_name,"Betadine mouthwash+gargle",pt
A200653,brand_name,"Preparation H Suppositories",pt
A200654,brand_name,"Dilacor XR",pt
A200655,brand_name,Flolan,pt
A200656,brand_name,Paxil,pt
A200657,brand_name,Eprex,pt
A200658,brand_name,Recormon,pt
A200659,brand_name,Fosamax,pt
A200660,brand_name,Temovate,pt
A200661,brand_name,Visipaque,pt
A200662,brand_name,"Optiray 300",pt
A200663,brand_name,"Typhim VI",pt
A200664,brand_name,Mepron,pt
A200665,brand_name,Cutivate,pt
A200666,brand_name,Donnatal,pt
A200667,brand_name,Vaqta,pt
A200668,brand_name,Aknemycin,pt
A200669,brand_name,Gastromark,pt
A200670,brand_name,"Gonal F",pt
A200671,brand_name,Benzamycin,pt
A200672,brand_name,plasmatein,pt
A200673,brand_name,Respigam,pt
A200674,brand_name,Pronestyl,pt
A200675,brand_name,AK-Spore,pt
A200676,brand_name,Anusol,pt
A200677,brand_name,Eryzole,pt
A200678,brand_name,Ladropen,pt
A200679,brand_name,Penbritin,pt
A200680,brand_name,Polytrim,pt
A200681,brand_name,Timecef,pt
A200682,brand_name,Vicodin,pt
A200683,brand_name,Ambien,pt
A200684,brand_name,Metrodin,pt
A200685,brand_name,"Procardia XL",pt
A200686,brand_name,Alphaglobin,pt
A200687,brand_name,Viracept,pt
A200688,brand_name,Lentaron,pt
A200689,brand_name,Remeron,pt
A200690,brand_name,Naropin,pt
A200691,brand_name,Cerebyx,pt
A200692,brand_name,Dostinex,pt
A200693,brand_name,Maxitrol,pt
A200694,brand_name,Accolate,pt
A200695,brand_name,Synercid,pt
A200696,brand_name,RenaGel,pt
A200697,brand_name,Flector,pt
A200698,brand_name,Zyprexa,pt
A200699,brand_name,Aricept,pt
A200700,brand_name,Copaxone,pt
A200701,brand_name,Humalog,pt
A200702,brand_name,Aventyl,pt
A200703,brand_name,Venofer,pt
A200704,brand_name,Nimbex,pt
A200705,brand_name,COMVAX,pt
A200706,brand_name,Neumega,pt
A200707,brand_name,Floxapen,pt
A200708,brand_name,Lortab,pt
A200709,brand_name,Adalat,pt
A200710,brand_name,"Adalat LA",pt
A200711,brand_name,Angiopine,pt
A200712,brand_name,"Angiopine MR",pt
A200713,brand_name,Calanif,pt
A200714,brand_name,Calcilat,pt
A200715,brand_name,"Cardilate MR",pt
A200716,brand_name,Nifelease,pt
A200717,brand_name,"Nifensar XL",pt
